Licence No.(牌照編號),Name of TCSP Licensee in English(持牌人的英文姓名／名稱),Name of TCSP Licensee in Chinese(持牌人的中文姓名／名稱),Business Address(營業地址),Remarks in English(英文備註),Remarks in Chinese(中文備註)
TC002563,CES NOMINEES (HK) LIMITED,光證代理人(香港)有限公司,"28/F, LEE GARDEN ONE, 33 HYSAN AVENUE, CAUSEWAY BAY, HONG KONG",,
TC002564,SMART BEST PLANNING LIMITED,天盈策劃有限公司,"ROOM C8, 8/F, BLOCK 1, CAMELPAINT BUILDING, 62 HOI YUEN ROAD, KWUN TONG, KOWLOON, HONG KONG",,
TC002565,GFC SERVICES (HONG KONG) LIMITED,,"ROOM 2501, 25/F, HOPEWELL CENTRE, 183 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC002566,GFC DIRECTORS (HONG KONG) LIMITED,,"ROOM 2501, 25/F, HOPEWELL CENTRE, 183 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC002567,GFC SECRETARIES (HONG KONG) LIMITED,,"ROOM 2501, 25/F, HOPEWELL CENTRE, 183 QUEEN’S ROAD EAST, WAN CHAI, HONG KONG",,
TC002568,SINO-NIPPON BUSINESS CENTRE LIMITED,中日商業服務有限公司,"FLAT/RM 1A, 4/F, YUEN SHING INDUSTRIAL BUILDING, 1033 YEE KUK WEST STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC002569,BILLION RISE BUSINESS SERVICES LIMITED,億昇商務有限公司,"FLAT/RM 05, 13/F, 655 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC002571,FORD SECRETARIES LIMITED,福達秘書有限公司,"17/F, LEIGHTON CENTRE, 77 LEIGHTON ROAD, CAUSEWAY BAY, HONG KONG",,
TC002572,TMHK CORPORATE SERVICES HONG KONG LIMITED,,"FLAT/ROOM 4005, 40/F, SINGGA COMMERICAL CENTRE, 144-151 CONNAUGHT ROAD WEST, SAI YING PUN, HONG KONG",,
TC002573,CP SECRETARIES LIMITED,,"ROOM 2821-22, 28/F, ASIA TRADE CENTRE, 79 LEI MUK ROAD, KWAI CHUNG, NEW TERRITORIES, HONG KONG",,
TC002574,EXCELLENT ENTERPRISE SERVICES LIMITED,卓優企業服務有限公司,"ROOM 1705, 17/F, BONHAM TRADE CENTRE, 50 BONHAM STRAND, SHEUNG WAN, HONG KONG",,
TC002575,SUNSHINE SUPREME LIMITED,斯星有限公司,"UNIT 9, 9/F, ASIA TRADE CENTRE, 79 LEI MUK ROAD, KWAI CHUNG, NEW TERRITORIES, HONG KONG",,
TC002576,MANON SERVICES LIMITED,萬能秘書服務有限公司,"ROOM 2502, 25/F, WAH HING COMMERCIAL BUILDING, 283 LOCKHARD ROAD, WAN CHAI, HONG KONG",,
TC002577,QD BUSINESS SERVICES LIMITED,群島商業服務有限公司,"UNIT 2803A, 28/F, WU CHUNG HOUSE, 213 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC002579,BRISK BUSINESS SERVICES LIMITED,興隆商務有限公司,"OFFICE 4B, 5/F, SINGGA COMMERCIAL CENTRE, 144-151 CONNAUGHT ROAD WEST, SAI WAN, HONG KONG",,
TC002581,FELICITY MANAGEMENT LIMITED,捷悅管理有限公司,"ROOM 702, 7/F, CONNAUGHT COMMERCIAL BUILDING, 185 WANCHAI ROAD, WAN CHAI, HONG KONG",,
TC002582,SECWIN SECRETARIAL LIMITED,智匯秘書有限公司,"FLAT/RM 02, 23/F, CARNIVAL COMMERCIAL BUILDING, 18 JAVA ROAD, NORTH POINT, HONG KONG",,
TC002583,INTERFOCUS SERVICES LIMITED,聯信商務有限公司,"ROOM 02-03, 31/F, 118 CONNAUGHT ROAD WEST, HONG KONG",,
TC002584,ANALOG ENTERPRISE COMPANY LIMITED,百兆億有限公司,"FLAT/ROOM E, 9/F, FULLYTECH CENTRE, 18 TAK HOI STREET, TSUEN WAN, NEW TERRITORIES, HONG KONG",,
TC002585,EAST CONDA LIMITED,,"ROOMS 604-7, 6/F, DOMINION CENTRE, 43-59 QUEEN’S ROAD EAST, WAN CHAI, HONG KONG",,
TC002587,AMALGAMATED SECRETARIAL SERVICE LIMITED,準確秘書服務社有限公司,"ROOMS 604-7, 6/F, DOMINION CENTRE, 43-59 QUEEN’S ROAD EAST, WAN CHAI, HONG KONG",,
TC002588,H K ACCOUNTING LIMITED,香港會計有限公司,"1/F, 660 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC002589,TREUCO (HK) LIMITED,,"18/F, 100 QRC, 100 QUEEN’S ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002590,BUSINESS INTELLIGENCE CONSULTING GROUP LIMITED,港譽企業顧問有限公司,"ROOMS 1203-4, 12/F, HONG KONG TRADE CENTRE, 161-167 DES VOEUX ROAD CENTRAL, HONG KONG",,
TC002592,KSHK CORPORATE SERVICES LIMITED,健勤企業服務有限公司,"UNIT 1113, 11/F, PENINSULA CENTRE, 67 MODY ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002595,WOODBURN HONG KONG LIMITED,,"RM 01, 16/F, ONE ISLAND SOUTH, 2 HEUNG YIP ROAD, WONG CHUK HANG, HONG KONG",,
TC002596,FAIR SUN SECRETARIAL SERVICES LIMITED,輝信秘書服務有限公司,"ROOM 803, 8/F, CHEONG KEE BUILDING, 86 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002597,MULTI SECRETARIES LIMITED,樂天秘書有限公司,"FLAT/ROOM A, 12/F., TAK LEE COMMERCIAL BUILDING, 113-117 WAN CHAI ROAD, WAN CHAI, HONG KONG",,
TC002598,STA PROFESSION LIMITED,智達商業服務有限公司,"ROOM 211, 2/F, STERLING CENTRE, 11 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC002599,WELLINK BUSINESS SERVICES LIMITED,匯聯企業服務有限公司,"ROOM 802-4, 8/F, KIN WING COMMERCIAL BUILDING, 24-30 KIN WING STREET, TUEN MUN, NEW TERRITORIES, HONG KONG",,
TC002600,HLM SECRETARIAL SERVICES LIMITED,,"ROOMS 604-7, 6/F, DOMINION CENTRE, 43-59 QUEEN’S ROAD EAST, WAN CHAI, HONG KONG",,
TC002601,WIDEA COMPANY SERVICES LIMITED,意博商業服務有限公司,"FLAT/RM E, 5/F, VALIANT INDUSTRIAL BUILDING, 2-12 AU PUI WAN STREET, FO TAN, NEW TERRITORIES, HONG KONG",,
TC002602,AZUR CONSULT LIMITED,,"ROOM D, 7/F, HOLLYWOOD CENTRE, 77-91 QUEEN'S ROAD WEST, SHEUNG WAN, HONG KONG",,
TC002603,HK WEST NOMINEES LIMITED,,"FLAT/RM 2103, 21/F, LANDMARK SOUTH, 39 YIP KAN STREET, WONG CHUK HANG, HONG KONG",,
TC002608,ENWAHS ACCOUNTING & TAXATION LIMITED,安華司會計稅務有限公司,"FLAT/RM 05A, 17/F, BILLION PLAZA 2, 10 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC002610,CIE FIDUCIAIRE LIMITED,,"FLAT/RM 2207, 22/F, CHINA INSURANCE GROUP BUILDING, 73 CONNAUGHT ROAD, CENTRAL, HONG KONG",,
TC002611,EQUASIA LIMITED,,"FLAT/ROOM 911, 9/F, TAIYAU BUILDING, 181 JOHNSTON ROAD, WAN CHAI, HONG KONG",,
TC002612,KAPPA ADVISORY LIMITED,卡帕顧問有限公司,"2/F, STRAND 50, 50 BONHAM STRAND, SHEUNG WAN, HONG KONG",,
TC002613,R & G CONSULTANTS LIMITED,維達顧問有限公司,"UNIT 4, 13/F, HIP KWAN COMMERCIAL BUILDING, 38 PITT STREET, YAUMATEI, KOWLOON, HONG KONG",,
TC002614,OLN CORPORATE SERVICES LIMITED,,"ROOM 303, 3/F, ST. GEORGE'S BUILDING, 2 ICE HOUSE STREET, CENTRAL, HONG KONG",,
TC002616,TMF SECRETARIES (HK) LIMITED,,"31/F, TOWER 2, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",,
TC002617,ZEDRA (HONG KONG) LIMITED,,"SUITE 5508, 55/F, CENTRAL PLAZA, 18 HARBOUR ROAD, WAN CHAI, HONG KONG",,
TC002618,ZEDRA NOMINEES (HONG KONG) LIMITED,,"SUITE 5508, 55/F, CENTRAL PLAZA, 18 HARBOUR ROAD, WAN CHAI, HONG KONG",,
TC002619,ZEDRA SECRETARIES LIMITED,,"SUITE 5508, 55/F, CENTRAL PLAZA, 18 HARBOUR ROAD, WAN CHAI, HONG KONG",,
TC002620,ZEDRA ASIA LIMITED,,"SUITE 5508, 55/F, CENTRAL PLAZA, 18 HARBOUR ROAD, WAN CHAI, HONG KONG",The licensee is a trust company registered under section 78(1) of the Trustee Ordinance (Cap. 29),持牌人屬根據《受託人條例》(第29章) 第78(1)條註冊的信託公司
TC002621,KAMONA LIMITED,,"SUITE 5508, 55/F, CENTRAL PLAZA, 18 HARBOUR ROAD, WAN CHAI, HONG KONG",,
TC002622,ROWELLA LIMITED,,"SUITE 5508, 55/F, CENTRAL PLAZA, 18 HARBOUR ROAD, WAN CHAI, HONG KONG",,
TC002623,ABULL TAXATION CONSULTANT LIMITED,太牛稅務顧問有限公司,"FLAT G, 7/F, MEGA CUBE, 8 WANG KWONG ROAD, KOWLOON BAY, KOWLOON, HONG KONG",,
TC002628,IGLOBAL ACCOUNTING CONSULTANTS LIMITED,高寶會計顧問有限公司,"FLAT/RM 1005, 10/F, KOWLOON PLAZA, 485 CASTLE PEAK ROAD, LAI CHI KOK, KOWLOON, HONG KONG",,
TC002629,HARVEST SECRETARIAL SERVICES LIMITED,博溢秘書服務有限公司,"FLAT 308, 3/F, APEC PLAZA, 49 HOI YUEN ROAD, KWUN TONG, KOWLOON, HONG KONG",,
TC002630,GREENICHE LIMITED,,"RM 305, 3/F, WING TUCK COMMERCIAL CENTRE, 177-183 WING LOK STREET, SHEUNG WAN, HONG KONG",,
TC002633,THE WINTERBOTHAM TRUST COMPANY (HONG KONG) LIMITED,温特博森信託(香港)有限公司,"FLAT/RM 3103A, 31/F, TOWER 2, LIPPO CENTRE, 89 QUEENSWAY, ADMIRALTY, HONG KONG",The licensee is a trust company registered under section 78(1) of the Trustee Ordinance (Cap. 29),持牌人屬根據《受託人條例》(第29章) 第78(1)條註冊的信託公司
TC002634,BEDFORD CONSULTANTS LIMITED,百福顧問有限公司,"SUITES 1103-4, 11/F, CHINACHEM GOLDEN PLAZA, 77 MODY ROAD, TSIM SHA TSUI EAST, KOWLOON, HONG KONG",,
TC002635,INTERSEC SERVICES LIMITED,,"ROOM 02, 15/F, DOUBLE BUILDING, 22 STANLEY STREET, CENTRAL, HONG KONG",,
TC002636,RTG CONSULTING LIMITED,偉嘉專業顧問有限公司,"FLAT/ROOM 901, 9/F, BELGIAN BANK BUILDING, 721 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC002637,SUDOSTASIEN TREUHAND LIMITED,,"FLAT/ROOM 2207, 22/F, CHINA INSURANCE GROUP BUILDING, 73 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002638,FOLIO FIDUCIARY LIMITED,,"FLAT/ROOM 2207, 22/F, CHINA INSURANCE GROUP BUILDING, 73 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002640,GRANDIOSE SUN TRUCORP SERVICES LIMITED,炘昊專業顧問及管理服務有限公司,"UNIT 909, 9/F, ASIA TRADE CENTRE, 79 LEI MUK ROAD, KWAI CHUNG, NEW TERRITORIES, HONG KONG",,
TC002641,WORLD FIRST SECRETARIAL LIMITED,東利秘書有限公司,香港九龍旺角花園街2-16號好景商業中心5樓504室,,
TC002642,HEXAGON GROUP LIMITED,,"6/F, WINGS BUILDING, 110-116 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002643,ABBA SECRETARIAL LIMITED,益柏秘書有限公司,"ROOM 703, 7/F, FOYER, 625 KING'S ROAD, QUARRY BAY, HONG KONG",,
TC002644,LUEN TAT INTERNATIONAL REGISTERED BUSINESS LIMITED,聯達國際註冊商務有限公司,"ROOM 1715, 17/F, BEVERLEY COMMERCIAL CENTRE, 87-105 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002645,BOARDROOM CORPORATE SERVICES (HK) LIMITED,寶德隆企業服務(香港)有限公司,"31/F, 148 ELECTRIC ROAD, NORTH POINT, HONG KONG",,
TC002646,NORTHMAN ACCOUNTING AND SECRETARIAL SERVICES LIMITED,諾民會計及秘書服務有限公司,"26/F, TUNG HIP COMMERCIAL BUILDING, 244-248 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002650,TIMS REGISTRATION LIMITED,善美註冊有限公司,"ROOM A, 15/F, FORTIS TOWER, 77-79 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC002652,E & M BUSINESS SERVICES LIMITED,大衛商業服務有限公司,"FLAT/RM A, 6/F, SUCCESS COMMERCIAL BUILDING, 245-251 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC002653,TONSKA LIMITED,通事佳有限公司,"FLAT/ROOM A, 17/F, GOLD SHINE TOWER, 346 QUEEN'S ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002654,CONPAK MANAGEMENT CONSULTANTS LIMITED,康栢管理顧問有限公司,"ROOM 05-15, 13A/F, SOUTH TOWER, WORLD FINANCE CENTRE, HARBOUR CITY, 17 CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002655,TIMS INCORPORATION LIMITED,善美海外註冊有限公司,"ROOM A, 15/F, FORTIS TOWER, 77-79 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC002656,HONEST FIELD LIMITED,誠達有限公司,"UNIT 605-07, 6/F, WING ON CENTRE, 111 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002657,WELL CHANNEL LIMITED,惠聰有限公司,"UNIT 605-07, 6/F, WING ON CENTRE, 111 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002658,PROFESSIONAL PARTNERS LIMITED,,"FLAT/RM 2506, 25/F, BLOCK 1, METROPLAZA, 223 HING FONG ROAD, KWAI FONG, HONG KONG",,
TC002659,INDEPENDENT DIRECTORS LIMITED,,"SUITE 1106-8, 11/F, TAI YAU BUILDING, NO.181 JOHNSTON ROAD, WAN CHAI, HONG KONG",,
TC002660,VP CONSULTANTS LIMITED,煒柏顧問有限公司,"16/F, AMTEL BUILDING, 144-148 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002661,MINIMAX CORPORATE & MANAGEMENT SERVICES LIMITED,,"FLAT/RM 1507, 15/F, EMPEROR GROUP CENTRE, 288 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC002662,IQ EQ CORPORATE SERVICES (HK) LIMITED,,"UNIT 605-08, 6/F, WING ON CENTRE, 111 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002663,SINOVA CORPORATE SERVICES LIMITED,新中華企業服務有限公司,"UNIT 605-07, 6/F, WING ON CENTRE, 111 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002664,ELP FINANCIAL CONSULTANCY LIMITED,ELP財務顧問有限公司,"1603, 16/F, ISLAND PLACE TOWER, 510 KING'S ROAD, HONG KONG",,
TC002665,SW CORPORATE CONSULTANTS LIMITED,國滙企業顧問有限公司,"16/F, LOCKHART CENTRE, 301-307 LOCKHART ROAD, WAN CHAI, HONG KONG",,
TC002666,J L SECRETARIAL LIMITED,仲量秘書有限公司,"ROOM 902, 9/F, HING YIP COMMERCIAL CENTRE, 272-284 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002667,ONWAY MANAGEMENT & SECRETARIAL SERVICES LIMITED,安威管理及秘書服務有限公司,"FLAT/RM F, 6/F, WINFIELD INDUSTRIAL BUILDING, 3 KIN KWAN STREET, TUEN MUN, NEW TERRITORIES, HONG KONG",,
TC002668,C&T HOLDINGS LIMITED,盈泰集團有限公司,"UNIT 1102, 11/F, 118 CONNAUGHT ROAD WEST, SAI YING PUN, HONG KONG",,
TC002669,GENESIS MERIT LIMITED,晉亮有限公司,"UNIT 605-07, 6/F, WING ON CENTRE, 111 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC002670,LEADSHOW INT'L BUSINESS (HK) LIMITED,領呈國際商務(香港)有限公司,香港灣仔譚臣道105-111號豪富商業大廈13樓C室,,
TC002671,M. MISSION CONSULTANTS LIMITED,曼信顧問有限公司,"OFFICE A, 17/F, LOYONG COURT, 212-220 LOCKHART ROAD, WAN CHAI, HONG KONG",,
TC002672,SHINING PARK ACCOUNTING SERVICES LIMITED,亮柏會計服務有限公司,"FLAT/RM 712D, 7/F, WITTY COMMERCIAL BUILDING, 1A-1L TUNG CHOI STREET, MONG KOK, KOWLOON, HONG KONG",,
TC002673,P & B CORPORATE SERVICES LIMITED,,"ROOM 1307-8, 13/F, DOMINION  CENTRE, 43-59 QUEEN'S ROAD EAST, WANCHAI, HONG KONG",,
TC002674,BEAS COMPANY SECRETARIAL SERVICES LIMITED,比斯秘書服務有限公司,"20/F, EURO TRADE CENTRE, 21-23 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002675,SECRECO LIMITED,,"31/F, TOWER 2, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",,
TC002676,INNO CONSULTANCY LIMITED,展弘服務有限公司,"UNIT 503, 5/F, BEVERLEY COMMERCIAL CENTRE, 87-105 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002677,C & F SECRETARIAL LIMITED,,"FLAT/RM 1-2, 14/F, RIGHTFUL CENTRE, 11-12 TAK HING STREET, JORDAN, KOWLOON, HONG KONG",,
TC002679,GIA MANAGEMENT (HONG KONG) LIMITED,國際專業註冊代理有限公司,"UNIT 2, 18/F, SHATIN GALLERIA, NO. 18 SHAN MEI STREET, SHATIN, NEW TERRITORIES, HONG KONG",,
TC002680,TMF TRUST (HK) LIMITED,達盟信託服務(香港)有限公司,"31/F, TOWER 2, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",The licensee is a trust company registered under section 78(1) of the Trustee Ordinance (Cap. 29),持牌人屬根據《受託人條例》(第29章) 第78(1)條註冊的信託公司
TC002681,PACIFIC TAXATION SERVICES LIMITED,栢誠稅務服務有限公司,"31/F, TOWER 2, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",,
TC002682,CORPORATE ONE LIMITED,展樺有限公司,"UNIT 2, 18/F, SHATIN GALLERIA, NO. 18 SHAN MEI STREET, SHATIN, NEW TERRITORIES, HONG KONG",,
TC002684,TMF HONG KONG LIMITED,達盟香港有限公司,"31/F & 36/F, TOWER 2, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",,
TC002685,PERFECT SECRETARIES LIMITED,創富秘書顧問有限公司,"ROOM 603, 6/F, EASTERN COMMERCIAL CENTRE, 395-399 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG",,
TC002686,TMF SECRETARIAL SERVICES LIMITED,,"31/F, TOWER 2, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",,
TC002688,KELSION SECRETARIAL AND CONSULTANTS LIMITED,,"ROOM 1406, 14/F, BEVERLY HOUSE, 93-107 LOCKHART ROAD, WAN CHAI, HONG KONG",,
TC002690,NORTHGATE HONG KONG LIMITED,,"5/F, MANULIFE PLACE, 348 KWUN TONG ROAD, NGAU TAU KOK, HONG KONG",,
TC002691,CHUN TAT CONSULTANTS COMPANY LIMITED,臻達商業顧問有限公司,"FLAT/RM 10, 20/F, WING FUNG INDUSTRIAL BUILDING, 40-50 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES, HONG KONG",,
TC002692,FAS LIMITED,,"ROOM 902, WILSON HOUSE, 19-27 WYNDHAM STREET, CENTRAL, HONG KONG",,
TC002693,WEALTHY RETURN LIMITED,展邑有限公司,"ROOM 1103, 11/F, JUPITER TOWER, 9 JUPITER STREET, NORTH POINT, HONG KONG",,
TC002695,CWK NOMINEES LIMITED,,"20/F, EURO TRADE CENTRE, 21-23 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002696,HONG KONG SECRETARIAL & ACCOUNTANCY LIMITED,香港會計及秘書服務有限公司,"FLAT/ROOM 04, 26/F, TWO PORTSIDE, 7-9 PAT TAT STREET, SAN PO KONG, KOWLOON, HONG KONG",,
TC002698,SDG CORPORATE SERVICES LIMITED,,"22/F, OVEST, 77 WING LOK STREET, SHEUNG WAN, HONG KONG",,
TC002699,BIJI COMPANY LIMITED,畢其有限公司,"ROOM 20, 7/F, BLOCK A, WAH LOK INDUSTRIAL CENTRE, 37-41 SHAN MEI STREET, SHATIN, HONG KONG ",,
TC002701,ESSEX MANAGEMENT CONSULTANTS LIMITED,艾薩斯商務顧問有限公司,"ROOM 606, 6/F, TOWER A, HUNGHOM COMMERCIAL CENTRE, 39 MA TAU WAI ROAD, HUNG HOM, KOWLOON, HONG KONG",,
TC002702,APEX CORPORATE ADVISORY LIMITED,卓盛企業顧問有限公司,"ROOM B4, 19/F, TUNG LEE COMMERCIAL BUILDING, 91-97 JERVOIS STREET, SHEUNG WAN, HONG KONG",,
TC002704,ZHUO YUE INVESTMENT & MANAGEMENT CONSULTANTS COMPANY LIMITED,卓越投資管理顧問有限公司,"ROOM 2109, 21/F, HANG BONG COMMERCIAL CENTRE, 28 SHANGHAI STREET, JORDAN, KOWLOON, HONG KONG",,
TC002705,NOAH TRUST (ASIA) LIMITED,諾亞信託(亞洲)有限公司,"22/F, OVEST, NO.77 WING LOK STREET, SHEUNG WAN, HONG KONG",The licensee is a trust company registered under section 78(1) of the Trustee Ordinance (Cap. 29),持牌人屬根據《受託人條例》(第29章) 第78(1)條註冊的信託公司
TC002707,JOYVIEW DEVELOPMENT LIMITED,景怡發展有限公司,"UNIT 402, 4/F, JARDINE HOUSE, 1 CONNAUGHT PLACE, CENTRAL, HONG KONG",,
TC002708,NEW AGE PROFESSIONAL LIMITED,新時代專業有限公司,"FLAT B2, 27/F, TML TOWER, 3 HOI SHING ROAD, TSUEN WAN, NEW TERRITORIES, HONG KONG",,
TC002709,SDG FIDUCIARY SERVICES LIMITED,,"22/F, OVEST, NO. 77 WING LOK STREET, SHEUNG WAN, HONG KONG",,
TC002710,APL SECRETARIAL SERVICES LIMITED,毅高秘書服務有限公司,"23/F, ON HONG COMMERCIAL BUILDING, 145 HENNESSY ROAD, WANCHAI, HONG KONG",,
TC002711,MB SECRETARIES (HK) LIMITED,,"ROOM 701, 7/F, LUCKY CENTRE, 165-171 WANCHAI ROAD, WAN CHAI, HONG KONG",,
TC002712,CHARTER CONCEPT CONSULTANTS LIMITED,智港顧問有限公司,"FLAT/RM 1205, 12/F, ORIENTAL CENTRE, 67-71 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002713,GENERAL BRIGHT CONSULTANTS LIMITED,駿輝顧問有限公司,"ROOM 701, 7/F, PENINSULA CENTRE, 67 MODY ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002714,BERFIELD (EXECUTIVE) CONSULTANTS LIMITED,伯特納(行政)顧問有限公司,"ROOM 2-3, 14/F, CONNAUGHT COMMERCIAL BUILDING, 185 WAN CHAI ROAD, WAN CHAI, HONG KONG",,
TC002719,SHINEMAX (H.K.) BUSINESS CENTRE LIMITED,國星(香港)商務中心有限公司,"FLAT/RM 708A, 7/F, ARION COMMERCIAL CENTRE, 2-12 QUEEN'S ROAD WEST, SHEUNG WAN, HONG KONG",,
TC002720,GENPAC REGISTRATIONS LIMITED,進望註冊有限公司,"ROOM B, 16/F, RITZ PLAZA, 122 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002721,AMOS SECRETARIAL LIMITED,威瑪秘書服務有限公司,"UNIT 1, 10/F, SUPREME HOUSE, 2A HART AVENUE, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC002722,TECHEARN NOMINEES LIMITED,廸豐代理人有限公司,"SUITES 2001, 20/F, CHINACHEM TOWER, 36 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,
TC002723,FINANCIAL GUARANTEE LIMITED,,"FLAT/RM B, 7/F, WING SING COMMERCIAL CENTRE, 12 WING LOK STREET, SHEUNG WAN, HONG KONG",,
TC002725,TINGHO NOMINEES LIMITED,,"9/F, TUNG NING BUILDING, 249-253 DES VOEUX ROAD CENTRAL, HONG KONG",,
TC002726,YE COMPANY LIMITED,易會計管理有限公司,"FLAT/RM 710A, 7/F, HO KING COMMERCIAL CENTER, 2-16 FA YUEN STREET, MONG KOK, KOWLOON, HONG KONG",,
TC002729,B. & MCK. NOMINEES LIMITED,,"14/F, ONE TAIKOO PLACE, 979 KING'S ROAD, QUARRY BAY, HONG KONG",,
TC002731,SURE RICH CORPORATION LIMITED,保發有限公司,"FLAT/ROOM A1006, 10/F, TSUEN WAN INDUSTRIAL BUILDING, 59-71 WANG LUNG STREET, TSUEN WAN, NEW TERRITORIES, HONG KONG",,
TC002732,CURTIN SECRETARIES LIMITED,科騰秘書有限公司,"ROOM 1610, 16/F, HOLLYWOOD PLAZA, 610 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC002735,WEALTHY CROWN LIMITED,富冠有限公司,"FLAT/RM 402, 4/F, JARDINE HOUSE, 1 CONNAUGHT PLACE, CENTRAL, HONG KONG",,
TC002736,MOK MAN YEE trading as N&Y ACCOUNTANCY CO,莫敏儀 經營 凱恩會計管理公司,"FLAT/RM 1107, 11/F, STARTEX INDUSTRIAL BUILDING, 14 TAI YAU STREET, SAN PO KONG, KOWLOON, HONG KONG",,
TC002737,CORICH SECRETARIAL SERVICES LIMITED,浚璟秘書服務有限公司,"FLAT/ROOM B2, 11/F, LOYONG COURT COMMERCIAL BUILDING, 212-220 LOCKHART ROAD, WAN CHAI, HONG KONG",,
TC002738,KNIP MIU LAN NANCY trading as BON SUPPORT BUSINESS CONSULTING CO.,聶妙蘭 經營 訊邦商務顧問公司,"FLAT B, 11/F, KENWOOD MANSION, 15 PLAYING FIELD ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC002740,WONG SAU YAN CORRIN trading as JACK & COMPANY,黃秀欣 經營 哲成公司,"FLAT/RM 1, 1/F, HING LUNG BUILDING, 208 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON, HONG KONG",,
TC002742,PYRAMID CORPORATE SERVICE LIMITED,洲際企業服務有限公司,"UNIT 1405-1406, DOMINION CENTRE, 43-59 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC002743,BONTRADE LIMITED,,"UNIT 1009, 10/F, CHINACHEM GOLDEN PLAZA, 77 MODY ROAD, TSIM SHA TSUI EAST, KOWLOON, HONG KONG",,
TC002745,MULTI PROFESSION LIMITED,樂天專業服務有限公司,"FLAT/RM 211, 2/F, STERLING CENTRE, 11 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC002747,PERFECT TEAM SECRETARIES LIMITED,菁英秘書有限公司,"SUITE 1222, 12/F, LEIGHTON CENTRE, 77 LEIGHTON ROAD, CAUSEWAY BAY, HONG KONG",,
TC002748,EXCELLENT CORPORATE SERVICES LIMITED,匡成公司事務有限公司,"SUITE 1222, 12/F, LEIGHTON CENTRE, 77 LEIGHTON ROAD, CAUSEWAY BAY, HONG KONG",,
